F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Y
44,K4,220563,R6,10,Q2,P11,M2,caucasian,Male,0,0,40,USA,0
32,K1,253354,R4,14,Q2,P4,M2,caucasian,Male,0,0,50,USA,0
32,K3,211699,R7,12,Q2,P2,M3,caucasian,Female,0,1485,40,USA,1
63,K2,167501,R6,10,Q2,P4,M3,caucasian,Female,20051,0,10,USA,1
34,K3,229732,R8,11,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
47,K3,185465,R2,9,Q2,P7,M2,black,Male,0,0,40,USA,0
27,K3,335764,R3,7,Q2,P6,M4,black,Male,0,0,35,USA,0
23,K3,460046,R2,9,Q5,P2,M5,caucasian,Female,0,0,42,USA,0
19,,33487,R6,10,Q1,,M6,american,Female,0,0,40,USA,0
50,K3,176924,R13,6,Q2,P7,M2,caucasian,Male,0,0,38,USA,0
49,K1,213307,R6,10,Q2,P4,M2,caucasian,Male,0,0,40,USA,0
36,K3,83893,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
23,K3,194102,R1,13,Q1,P2,M5,caucasian,Male,0,0,40,USA,0
61,K3,238611,R9,4,Q7,P5,M5,black,Female,0,0,38,USA,0
41,K3,113597,R6,10,Q2,P9,M2,caucasian,Male,0,0,16,USA,0
27,K2,208406,R1,13,Q2,P2,M2,caucasian,Male,0,0,60,USA,1
53,K3,274528,R1,13,Q3,P2,M1,caucasian,Male,0,0,70,USA,0
17,K2,60116,R13,6,Q1,P1,M4,caucasian,Male,0,0,10,USA,0
23,,196816,R2,9,Q1,,M1,caucasian,Male,0,0,30,USA,0
53,K3,166368,R6,10,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
28,K3,303954,R2,9,Q2,P7,M2,caucasian,Male,0,1848,42,USA,1
24,K3,99386,R1,13,Q4,P4,M4,caucasian,Female,0,0,40,USA,0
22,K3,188569,R6,10,Q1,P1,M1,caucasian,Female,0,0,20,USA,0
53,K3,302868,R1,13,Q2,P6,M2,caucasian,Male,0,0,50,USA,1
18,K3,283342,R3,7,Q1,P5,M6,black,Male,0,0,20,USA,0
24,K3,233777,R6,10,Q1,P6,M5,caucasian,Male,0,0,50,Mexico,0
20,K3,170038,R2,9,Q1,P6,M1,caucasian,Female,0,0,40,USA,0
30,K5,261319,R9,4,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
37,K1,367237,R8,11,Q1,P4,M1,caucasian,Male,8614,0,40,USA,1
34,K3,126838,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
19,K3,354104,R2,9,Q1,P3,M4,caucasian,Male,0,0,30,USA,0
20,K3,176321,R16,8,Q1,P1,M4,caucasian,Female,0,0,40,Mexico,0
47,K3,85129,R2,9,Q3,P5,M1,asian,Female,0,0,40,USA,0
20,,376474,R6,10,Q1,,M4,caucasian,Male,0,0,32,USA,0
22,K3,62507,R1,13,Q1,P4,M4,caucasian,Female,0,0,40,USA,0
42,K5,111252,R4,14,Q2,P2,M2,caucasian,Male,0,1977,40,USA,1
60,K3,156889,R6,10,Q3,P1,M1,caucasian,Female,0,0,40,USA,0
32,K3,549430,R2,9,Q1,P14,M5,caucasian,Female,0,0,40,Mexico,0
46,K3,29696,R2,9,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
66,K3,98837,R2,9,Q7,P1,M1,caucasian,Female,0,0,40,USA,0
37,K3,86150,R1,13,Q2,P5,M3,asian,Female,0,0,30,USA,1
34,K3,204991,R6,10,Q3,P2,M4,caucasian,Male,0,0,44,USA,0
45,K3,371886,R1,13,Q1,P4,M1,caucasian,Male,0,0,46,USA,0
35,K3,103605,R3,7,Q2,P9,M2,caucasian,Male,0,0,40,USA,0
63,,54851,R2,9,Q2,,M2,caucasian,Male,0,0,40,USA,0
51,K5,133050,R6,10,Q2,P2,M2,black,Male,0,0,40,USA,1
36,K5,126569,R6,10,Q2,P12,M2,caucasian,Male,0,0,40,USA,1
25,K4,144259,R2,9,Q1,P1,M4,black,Male,0,0,40,USA,0
51,K3,161482,R2,9,Q3,P5,M5,caucasian,Female,0,0,38,USA,0
25,K2,305449,R6,10,Q1,P10,M4,caucasian,Male,0,0,40,USA,0
19,K3,125010,R2,9,Q1,P9,M4,caucasian,Male,0,0,45,USA,0
47,K3,304133,R6,10,Q2,P2,M2,caucasian,Male,0,0,45,USA,0
59,K5,120617,R2,9,Q5,P12,M5,black,Female,0,0,40,USA,0
34,K3,157747,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
40,K3,297396,R6,10,Q5,P2,M5,caucasian,Female,0,0,60,USA,0
42,K3,121287,R2,9,Q3,P10,M1,caucasian,Male,0,0,45,USA,0
28,,308493,R2,9,Q2,,M3,caucasian,Female,0,0,17,Honduras,0
37,K3,49115,R4,14,Q2,P2,M2,caucasian,Male,0,0,60,USA,1
51,K6,208302,R7,12,Q2,P6,M2,caucasian,Male,0,0,38,USA,1
25,K3,304032,R2,9,Q1,P1,M4,caucasian,Male,0,0,36,USA,0
31,K4,207301,R2,9,Q2,P1,M3,caucasian,Female,0,0,40,USA,1
37,K3,123211,R2,9,Q2,P5,M2,caucasian,Male,0,0,44,USA,1
42,K3,33521,R7,12,Q2,P6,M2,caucasian,Male,0,0,45,USA,1
29,,410351,R1,13,Q1,,M1,caucasian,Male,0,0,40,USA,0
35,K3,410034,R6,10,Q3,P6,M1,caucasian,Male,0,0,50,USA,0
51,K3,175339,R1,13,Q2,P6,M2,caucasian,Male,0,0,47,USA,1
22,,27937,R6,10,Q1,,M4,caucasian,Male,0,0,36,USA,0
49,K3,168211,R6,10,Q2,P7,M2,caucasian,Male,0,1485,40,USA,1
26,K3,125680,R1,13,Q1,P4,M1,asian,Male,0,0,16,Japan,0
56,K5,160829,R2,9,Q3,P1,M1,caucasian,Female,0,0,46,USA,0
52,K3,266529,R6,10,Q2,P4,M2,caucasian,Male,0,0,45,USA,1
61,K2,115023,R4,14,Q2,P7,M2,caucasian,Male,0,0,4,,0
47,K1,224149,R1,13,Q3,P2,M1,caucasian,Female,0,0,40,USA,1
52,K3,150930,R8,11,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
30,K3,343699,R2,9,Q3,P7,M5,caucasian,Female,0,0,40,USA,0
43,K6,172826,R6,10,Q2,P6,M2,caucasian,Male,99999,0,55,USA,1
35,K3,163392,R6,10,Q2,P8,M2,asian,Male,0,0,40,,0
17,,103810,R16,8,Q1,,M4,caucasian,Male,0,0,40,USA,0
42,K3,213821,R2,9,Q2,P7,M2,caucasian,Male,0,1887,40,USA,1
26,K3,211265,R6,10,Q4,P7,M6,black,Female,0,0,35,Dominican-Republic,0
58,K5,160586,R2,9,Q2,P9,M2,caucasian,Male,0,0,40,USA,0
66,K3,146454,R6,10,Q2,P6,M2,caucasian,Male,5556,0,40,USA,1
30,K3,203277,R2,9,Q2,P12,M2,caucasian,Male,0,0,60,USA,1
46,K3,309895,R6,10,Q5,P1,M5,caucasian,Female,0,0,40,USA,0
45,K3,26522,R6,10,Q2,P1,M3,caucasian,Female,0,1902,35,USA,1
57,K3,103809,R2,9,Q1,P6,M5,caucasian,Female,0,0,40,USA,0
25,K3,90291,R1,13,Q1,P2,M4,caucasian,Male,0,0,40,USA,0
21,K1,181761,R6,10,Q1,P11,M4,caucasian,Female,0,0,10,USA,0
37,K3,35330,R2,9,Q3,P7,M1,caucasian,Male,0,1669,55,USA,0
45,K5,135776,R4,14,Q3,P4,M1,caucasian,Female,0,0,30,USA,0
61,,188172,R10,16,Q7,,M1,caucasian,Female,0,0,5,USA,0
39,K3,179579,R2,9,Q1,P7,M4,caucasian,Male,0,0,40,USA,0
42,K3,193626,R2,9,Q2,P1,M3,caucasian,Female,0,0,53,USA,0
20,K3,108887,R2,9,Q1,P10,M4,caucasian,Female,0,0,40,USA,0
23,K3,199070,R2,9,Q1,P12,M4,black,Male,0,0,16,USA,0
25,K3,441591,R1,13,Q1,P11,M4,caucasian,Male,0,0,40,USA,0
47,K3,185254,R12,3,Q1,P14,M4,caucasian,Female,0,0,40,El-Salvador,0
24,K3,109307,R2,9,Q1,P6,M4,caucasian,Male,0,0,45,USA,0
20,,81853,R6,10,Q1,,M4,asian,Female,0,0,15,USA,0
35,K3,23621,R2,9,Q1,P7,M1,caucasian,Male,0,0,70,USA,0
44,K5,145178,R2,9,Q2,P5,M3,black,Female,0,0,38,Jamaica,1
47,K1,30575,R6,10,Q2,P4,M2,caucasian,Male,0,0,50,USA,0
28,K1,130620,R3,7,Q5,P1,M5,asian,Female,0,0,40,India,0
41,K5,22155,R4,14,Q3,P4,M5,caucasian,Female,0,0,60,USA,0
31,K3,106437,R2,9,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
27,K3,79787,R4,14,Q1,P2,M1,caucasian,Female,0,0,25,USA,0
47,K3,326857,R8,11,Q2,P7,M2,caucasian,Male,5013,0,40,USA,0
44,K3,81853,R2,9,Q1,P6,M1,asian,Female,0,0,40,USA,0
61,K3,120933,R6,10,Q1,P14,M1,caucasian,Female,0,0,40,USA,0
42,K4,153143,R6,10,Q3,P1,M6,caucasian,Female,0,0,40,Puerto-Rico,0
46,K3,27669,R2,9,Q1,P5,M1,caucasian,Female,0,0,28,USA,0
46,K3,105444,R1,13,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
54,K5,169785,R4,14,Q7,P4,M5,caucasian,Female,0,0,38,USA,0
49,K3,122493,R2,9,Q7,P11,M5,caucasian,Male,0,0,40,USA,0
56,K5,242670,R6,10,Q7,P1,M5,caucasian,Female,0,0,40,USA,0
52,K3,54933,R4,14,Q3,P4,M4,caucasian,Female,0,0,40,USA,0
34,K3,209317,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,Puerto-Rico,0
25,K2,282631,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
18,K3,98044,R3,7,Q1,P4,M4,caucasian,Female,0,0,40,USA,0
58,K3,187487,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
31,K1,60186,R1,13,Q3,P4,M1,caucasian,Male,0,0,40,USA,0
29,K3,75648,R6,10,Q2,P7,M2,caucasian,Male,0,0,55,USA,0
28,K3,201175,R3,7,Q1,P10,M1,black,Male,0,0,40,USA,0
30,K3,19302,R6,10,Q1,P1,M1,caucasian,Male,0,0,48,USA,0
21,,300812,R6,10,Q1,,M4,caucasian,Male,0,0,30,USA,0
44,K3,146659,R4,14,Q2,P4,M2,caucasian,Male,0,1887,35,USA,1
75,K3,101887,R13,6,Q7,P14,M1,caucasian,Female,0,0,70,USA,0
66,,117778,R3,7,Q2,,M2,caucasian,Male,0,0,40,USA,0
26,K3,60726,R6,10,Q2,P7,M2,black,Male,0,0,40,USA,0
33,K6,201763,R1,13,Q2,P6,M2,caucasian,Male,0,0,50,USA,1
57,K6,119253,R4,14,Q2,P6,M2,caucasian,Male,15024,0,65,USA,1
47,K2,121124,R12,3,Q2,P6,M2,caucasian,Male,0,0,55,Italy,1
41,K3,220132,R2,9,Q2,P2,M2,caucasian,Male,7298,0,40,USA,1
21,K3,60639,R6,10,Q1,P5,M1,caucasian,Female,0,0,37,USA,0
17,K3,195262,R3,7,Q1,P7,M4,caucasian,Male,0,0,17,USA,0
61,,113544,R1,13,Q2,,M2,caucasian,Male,0,0,55,USA,0
47,,331650,R2,9,Q2,,M3,caucasian,Female,0,0,8,USA,1
22,K3,100587,R6,10,Q1,P5,M4,black,Female,0,0,15,USA,0
47,K3,298130,R2,9,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
45,K3,242391,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
32,K2,197867,R8,11,Q3,P6,M5,caucasian,Male,0,0,50,USA,0
59,K3,151977,R13,6,Q5,P14,M1,black,Female,0,0,30,USA,0
38,K3,277347,R2,9,Q2,P7,M2,caucasian,Male,0,0,50,USA,0
33,K3,125249,R2,9,Q5,P12,M4,caucasian,Female,0,0,40,USA,0
41,K3,222142,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
51,K3,270194,R5,5,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
42,K3,169995,R2,9,Q2,P6,M2,caucasian,Male,0,0,48,USA,0
27,K3,359155,R1,13,Q2,P4,M3,caucasian,Female,0,0,40,USA,1
60,K3,123992,R6,10,Q2,P7,M2,caucasian,Male,0,0,45,USA,0
64,K5,266080,R2,9,Q3,P1,M1,caucasian,Female,0,0,35,USA,0
37,K3,201531,R7,12,Q2,P10,M2,caucasian,Male,0,0,40,USA,1
54,K2,179704,R1,13,Q2,P2,M2,caucasian,Male,0,0,45,USA,1
36,K3,393673,R7,12,Q2,P2,M3,caucasian,Female,0,0,50,USA,1
34,K3,244147,R1,13,Q2,P4,M2,caucasian,Male,0,0,40,,1
41,K2,438696,R4,14,Q3,P6,M5,caucasian,Male,0,0,5,USA,1
35,K2,207568,R9,4,Q2,P9,M2,caucasian,Male,0,0,75,USA,0
63,K6,54052,R4,14,Q2,P6,M2,caucasian,Male,0,0,68,USA,1
46,K3,187581,R2,9,Q3,P7,M6,caucasian,Male,0,0,40,USA,0
47,K2,77102,R4,14,Q3,P4,M1,caucasian,Male,0,0,40,USA,0
24,K3,353010,R1,13,Q1,P10,M1,caucasian,Male,0,0,65,USA,0
29,K3,54131,R6,10,Q1,P6,M1,caucasian,Male,0,0,30,USA,0
74,K4,39890,R6,10,Q7,P8,M1,caucasian,Female,0,0,18,USA,0
50,K3,156877,R3,7,Q2,P8,M2,caucasian,Male,0,0,70,USA,1
22,K3,355686,R6,10,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
48,K3,300168,R16,8,Q5,P1,M4,black,Female,0,0,40,USA,0
30,K3,488720,R5,5,Q2,P3,M6,caucasian,Male,0,0,40,Mexico,0
32,K3,157287,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
39,K3,184659,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
49,K3,214169,R6,10,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
25,K3,192149,R1,13,Q1,P1,M4,caucasian,Female,0,0,40,USA,0
50,K3,137253,R1,13,Q2,P1,M3,caucasian,Female,0,0,40,USA,1
44,K3,373050,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
65,K3,90377,R8,11,Q2,P9,M2,caucasian,Male,6767,0,60,USA,0
28,K4,183151,R7,12,Q2,P1,M2,caucasian,Male,0,0,60,USA,0
55,K3,227158,R1,13,Q7,P1,M5,caucasian,Female,0,0,40,USA,0
49,K5,34021,R1,13,Q1,P4,M4,caucasian,Female,0,0,50,USA,0
31,K3,165148,R2,9,Q5,P2,M5,caucasian,Female,0,0,12,USA,0
47,K3,211668,R2,9,Q2,P10,M3,black,Female,0,0,40,USA,1
45,K3,358886,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,USA,1
35,K3,47707,R2,9,Q1,P5,M1,black,Female,0,0,40,USA,0
34,K2,306982,R1,13,Q2,P6,M2,asian,Male,0,0,60,South,0
49,K5,52590,R2,9,Q7,P12,M1,black,Male,0,0,40,USA,0
39,,179352,R6,10,Q3,,M1,caucasian,Female,0,0,35,USA,0
27,K3,158156,R2,9,Q1,P5,M1,caucasian,Female,0,0,42,USA,0
42,K3,70055,R2,9,Q2,P3,M2,caucasian,Male,0,0,40,USA,0
60,,131852,R12,3,Q2,,M2,caucasian,Male,0,0,30,USA,1
64,K2,177825,R2,9,Q1,P5,M1,caucasian,Male,1055,0,40,USA,0
33,K3,127215,R6,10,Q2,P6,M2,caucasian,Male,0,0,48,USA,1
23,K3,175183,R6,10,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
45,K3,142287,R4,14,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
34,K3,221324,R2,9,Q1,P10,M5,black,Female,0,0,40,USA,0
53,K3,227602,R2,9,Q3,P6,M1,caucasian,Female,0,0,37,Mexico,0
22,K3,228452,R13,6,Q1,P7,M1,caucasian,Male,0,0,30,USA,0
57,K1,39380,R2,9,Q5,P5,M1,caucasian,Female,0,0,35,USA,0
20,,96862,R6,10,Q1,,M4,caucasian,Female,0,0,8,USA,0
23,K3,336360,R9,4,Q1,P7,M4,black,Male,0,0,40,USA,0
31,K3,257644,R3,7,Q1,P8,M5,caucasian,Male,0,0,40,USA,0
23,K1,235853,R1,13,Q1,P11,M1,caucasian,Male,0,0,22,USA,0
30,K3,270577,R2,9,Q5,P1,M5,caucasian,Female,0,0,40,USA,0
32,K5,222900,R1,13,Q5,P4,M1,caucasian,Female,0,0,50,USA,1
42,K3,99254,R7,12,Q2,P1,M3,black,Female,0,0,40,USA,1
51,K3,224763,R9,4,Q2,P8,M2,caucasian,Male,0,0,40,Cuba,0
59,K2,174056,R1,13,Q2,P6,M2,caucasian,Male,15024,0,40,USA,1
36,K3,127306,R1,13,Q1,P2,M4,caucasian,Female,0,0,40,USA,0
45,K3,339506,R2,9,Q1,P6,M1,black,Male,0,0,40,USA,0
35,K3,178322,R8,11,Q2,P6,M2,caucasian,Male,0,0,50,Germany,1
33,K3,189843,R9,4,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
43,K3,160815,R8,11,Q3,P4,M5,caucasian,Female,0,0,40,USA,0
60,K3,207665,R2,9,Q2,P11,M3,caucasian,Female,0,0,40,USA,1
37,K1,160402,R1,13,Q2,P4,M2,caucasian,Male,0,0,55,USA,1
35,K3,170263,R6,10,Q1,P11,M5,caucasian,Female,0,0,40,USA,0
36,K3,184659,R6,10,Q2,P1,M2,caucasian,Male,0,0,52,USA,0
38,K4,338320,R11,15,Q2,P4,M2,caucasian,Male,0,1977,50,USA,1
54,K3,101017,R9,4,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
51,K3,204322,R8,11,Q2,P3,M2,caucasian,Male,0,0,40,USA,1
45,K3,241350,R7,12,Q2,P7,M2,caucasian,Male,0,0,45,USA,1
63,K4,217994,R6,10,Q3,P2,M5,caucasian,Female,0,0,40,USA,0
51,K3,128143,R6,10,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
58,K2,164065,R4,14,Q3,P6,M1,caucasian,Male,0,0,18,USA,0
64,K5,78866,R2,9,Q3,P1,M1,caucasian,Female,0,0,40,USA,0
20,K3,236769,R6,10,Q1,P3,M4,caucasian,Male,0,0,40,USA,0
44,K4,239539,R1,13,Q2,P1,M2,asian,Male,0,0,40,Philippines,1
39,K3,34028,R1,13,Q3,P2,M5,caucasian,Female,0,0,48,USA,0
45,K1,207847,R6,10,Q1,P1,M5,caucasian,Female,0,0,40,USA,0
44,K3,175935,R10,16,Q2,P1,M2,caucasian,Male,0,0,55,USA,1
22,K4,218445,R6,10,Q1,P2,M1,caucasian,Female,0,0,40,USA,0
63,K6,215833,R2,9,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
26,K3,156976,R8,11,Q5,P5,M1,black,Male,0,0,40,USA,0
42,K2,220647,R1,13,Q2,P9,M2,caucasian,Male,0,0,45,USA,0
20,K3,218343,R2,9,Q1,P5,M4,caucasian,Female,0,0,25,USA,0
29,K3,241431,R4,14,Q2,P6,M2,caucasian,Male,7298,0,40,USA,1
38,K5,123983,R1,13,Q1,P2,M5,asian,Male,0,1741,40,Vietnam,0
25,K3,73289,R2,9,Q1,P8,M4,caucasian,Male,0,0,40,USA,0
27,K3,408623,R1,13,Q2,P7,M6,caucasian,Male,0,0,50,USA,0
46,K3,169180,R8,11,Q3,P1,M1,caucasian,Female,0,0,40,USA,0
31,K3,54929,R6,10,Q3,P7,M1,caucasian,Male,0,0,60,USA,0
24,K3,306779,R8,11,Q1,P2,M4,caucasian,Male,0,0,35,USA,0
43,K3,159549,R6,10,Q2,P6,M2,caucasian,Male,0,0,50,USA,1
23,K3,482082,R16,8,Q1,P10,M4,caucasian,Male,0,0,21,Mexico,0
32,K5,286101,R2,9,Q1,P8,M5,black,Female,0,0,37,USA,0
44,K3,167955,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,Poland,0
40,K2,209040,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
38,K3,105017,R2,9,Q3,P7,M5,caucasian,Male,0,0,40,USA,0
23,K3,27776,R8,11,Q1,P10,M1,caucasian,Male,0,0,40,USA,0
19,K3,242941,R6,10,Q1,P6,M4,caucasian,Female,0,1602,10,USA,0
41,K3,118853,R6,10,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
48,K3,119565,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
23,K3,196827,R6,10,Q2,P10,M2,caucasian,Male,0,1902,40,USA,0
47,K3,275361,R7,12,Q7,P5,M4,caucasian,Female,0,0,35,USA,0
42,K3,225193,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
17,K3,329783,R13,6,Q1,P6,M6,caucasian,Female,0,0,10,USA,0
29,K5,107411,R11,15,Q1,P4,M1,caucasian,Female,0,0,70,USA,0
21,K1,258490,R6,10,Q1,P4,M1,caucasian,Female,0,0,20,USA,0
18,,120243,R3,7,Q1,,M4,caucasian,Male,0,0,27,USA,0
31,K3,219509,R2,9,Q2,P5,M2,caucasian,Male,0,0,40,Mexico,1
27,K5,29174,R1,13,Q1,P4,M5,caucasian,Female,0,0,40,USA,0
29,K3,40083,R10,16,Q1,P4,M1,caucasian,Male,0,0,40,Canada,0
23,K3,87528,R1,13,Q1,P6,M1,caucasian,Female,0,0,45,USA,0
41,K3,116379,R4,14,Q2,P4,M2,asian,Male,0,0,55,Taiwan,1
46,K5,216214,R1,13,Q2,P4,M2,caucasian,Male,0,0,35,USA,1
34,K3,268051,R6,10,Q2,P12,M6,black,Female,0,0,25,Haiti,0
42,K2,121718,R2,9,Q2,P7,M2,caucasian,Male,0,0,24,USA,0
18,K3,201901,R2,9,Q1,P3,M4,caucasian,Female,0,1719,15,USA,0
46,K3,109089,R2,9,Q3,P7,M1,caucasian,Male,0,0,37,USA,0
18,,346382,R3,7,Q1,,M4,caucasian,Male,0,0,15,USA,0
52,K3,284129,R6,10,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
56,K3,143030,R2,9,Q3,P7,M5,caucasian,Female,0,0,40,USA,0
21,K3,212619,R8,11,Q1,P10,M4,caucasian,Male,0,0,40,USA,0
22,K2,199011,R2,9,Q1,P7,M6,caucasian,Male,0,0,20,USA,0
31,K3,118901,R1,13,Q3,P1,M5,caucasian,Female,0,0,45,USA,0
41,K2,129865,R2,9,Q2,P5,M2,caucasian,Male,0,0,60,USA,0
25,K3,157900,R6,10,Q5,P1,M5,caucasian,Female,0,0,40,USA,0
43,K2,349341,R1,13,Q3,P2,M1,caucasian,Male,0,0,60,USA,0
45,K3,158685,R2,9,Q5,P6,M1,caucasian,Female,0,0,40,USA,0
26,K3,386585,R6,10,Q3,P11,M1,caucasian,Male,0,0,60,USA,0
90,K3,52386,R6,10,Q1,P5,M1,asian,Male,0,0,35,USA,0
45,K3,246891,R1,13,Q2,P6,M2,caucasian,Male,0,1902,40,USA,1
30,K3,190385,R1,13,Q2,P5,M3,caucasian,Female,0,0,40,USA,1
42,K3,37869,R6,10,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
20,K3,217807,R6,10,Q1,P3,M4,caucasian,Male,0,0,35,USA,0
53,K3,149784,R1,13,Q2,P4,M2,caucasian,Male,7688,0,40,USA,1
64,K1,201293,R2,9,Q7,P1,M1,caucasian,Female,0,0,38,USA,0
56,K3,128764,R9,4,Q7,P8,M1,caucasian,Male,0,0,20,USA,0
42,K3,27444,R6,10,Q4,P4,M1,caucasian,Male,0,0,40,USA,1
26,K3,62438,R1,13,Q2,P6,M3,caucasian,Female,0,0,40,USA,1
31,K5,151726,R7,12,Q1,P1,M4,american,Female,0,0,40,USA,0
40,K3,29841,R1,13,Q2,P1,M3,caucasian,Female,0,0,40,USA,0
58,K3,131608,R6,10,Q7,P7,M1,caucasian,Male,0,0,40,USA,0
41,K3,110562,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
58,K6,190541,R2,9,Q1,P6,M1,caucasian,Male,0,0,47,USA,0
62,K1,33142,R4,14,Q2,P4,M2,caucasian,Male,0,0,60,USA,1
65,K6,139272,R1,13,Q2,P6,M2,caucasian,Male,99999,0,60,USA,1
40,K3,234633,R6,10,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
45,K5,238386,R6,10,Q2,P12,M2,caucasian,Male,0,0,40,USA,1
22,K3,460835,R2,9,Q1,P7,M4,caucasian,Male,0,0,55,USA,0
23,,243190,R6,10,Q1,,M4,asian,Male,0,0,20,China,0
63,K4,97855,R4,14,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
39,K3,77146,R1,13,Q2,P2,M2,caucasian,Male,0,1887,50,USA,1
37,K3,200863,R6,10,Q7,P7,M5,caucasian,Male,0,0,40,USA,0
25,,41107,R1,13,Q4,,M1,caucasian,Male,0,0,40,Canada,0
56,K3,77415,R3,7,Q2,P9,M2,caucasian,Male,0,0,50,USA,0
32,K3,236770,R6,10,Q3,P6,M1,caucasian,Male,0,0,50,USA,0
53,K4,173093,R6,10,Q2,P2,M3,asian,Female,0,1887,40,Philippines,1
32,K3,235124,R8,11,Q3,P4,M1,caucasian,Male,0,0,40,USA,0
23,K2,282604,R3,7,Q2,P8,M2,caucasian,Male,7688,0,60,USA,1
35,K3,199288,R3,7,Q5,P8,M1,caucasian,Male,0,0,90,USA,0
51,K3,191659,R6,10,Q2,P2,M2,caucasian,Male,0,1887,65,USA,1
19,K3,43285,R6,10,Q1,P1,M4,caucasian,Female,0,0,20,USA,0
41,K3,160837,R3,7,Q4,P10,M1,caucasian,Male,0,0,40,Guatemala,0
22,K3,230574,R13,6,Q1,P8,M4,caucasian,Male,0,0,25,USA,0
23,K3,176178,R2,9,Q1,P11,M4,caucasian,Female,0,0,40,USA,0
36,K3,116358,R4,14,Q2,P2,M2,asian,Male,0,0,40,Taiwan,1
27,,253873,R6,10,Q3,,M1,caucasian,Female,0,0,25,USA,0
45,K3,107787,R8,11,Q2,P7,M2,caucasian,Male,0,0,40,Canada,0
23,K2,519627,R2,9,Q1,P9,M1,caucasian,Male,0,0,25,Mexico,0
21,K3,191460,R3,7,Q1,P5,M5,black,Female,0,0,40,USA,0
44,K3,198282,R4,14,Q2,P2,M2,caucasian,Male,15024,0,40,USA,1
29,K3,214858,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,1
36,K2,64875,R8,11,Q2,P11,M2,caucasian,Male,0,0,60,USA,0
18,K3,675421,R5,5,Q1,P3,M4,caucasian,Male,594,0,40,USA,0
62,K2,134768,R16,8,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
25,K4,207342,R6,10,Q1,P2,M1,black,Male,0,0,40,USA,0
34,K3,64830,R7,12,Q3,P2,M1,caucasian,Female,0,0,45,USA,0
31,K3,220066,R1,13,Q1,P2,M1,caucasian,Female,14344,0,50,USA,1
37,K3,82521,R1,13,Q2,P2,M2,caucasian,Male,15024,0,40,USA,1
33,K3,176711,R1,13,Q2,P9,M2,caucasian,Male,0,0,40,England,0
22,,217421,R6,10,Q1,,M4,caucasian,Female,0,0,30,USA,0
28,K3,111900,R7,12,Q2,P6,M2,caucasian,Male,0,0,30,USA,0
22,,196943,R6,10,Q5,,M4,caucasian,Male,0,0,25,USA,0
47,K3,481987,R2,9,Q2,P5,M2,caucasian,Male,0,0,40,USA,1
67,,184506,R3,7,Q2,,M2,caucasian,Male,0,419,3,USA,0
20,,121313,R13,6,Q1,,M4,caucasian,Male,0,0,40,USA,0
34,K3,158420,R1,13,Q2,P2,M2,caucasian,Male,0,0,70,USA,0
26,K3,256000,R11,15,Q2,P4,M2,caucasian,Male,99999,0,60,USA,1
36,K3,183892,R6,10,Q2,P7,M2,caucasian,Male,7298,0,44,USA,1
